iucn2020_binomial,input_name
Gardnerycteris koepckeae,Gardnerycteris koepckeae
Gardnerycteris koepckeae,Mimon koepckeae
Gazella arabica,Gazella arabica
Gazella arabica,Gazella gazella
Gazella bennettii,Gazella bennettii
Gazella bilkis,Gazella bilkis
Gazella cuvieri,Gazella cuvieri
Gazella dorcas,Gazella dorcas
Gazella gazella,Gazella gazella
Gazella leptoceros,Gazella leptoceros
Gazella marica,Gazella marica
Gazella marica,Gazella subgutturosa
Gazella saudiya,Gazella saudiya
Gazella spekei,Gazella spekei
Gazella subgutturosa,Gazella subgutturosa
Genetta abyssinica,Genetta abyssinica
Genetta angolensis,Genetta angolensis
Genetta bourloni,Genetta bourloni
Genetta cristata,Genetta cristata
Genetta genetta,Genetta genetta
Genetta johnstoni,Genetta johnstoni
Genetta maculata,Genetta maculata
Genetta pardina,Genetta pardina
Genetta piscivora,Genetta piscivora
Genetta poensis,Genetta poensis
Genetta servalina,Genetta servalina
Genetta thierryi,Genetta thierryi
Genetta tigrina,Genetta tigrina
Genetta victoriae,Genetta victoriae
Geocapromys brownii,Geocapromys brownii
Geocapromys columbianus,Geocapromys columbianus
Geocapromys ingrahami,Geocapromys ingrahami
Geocapromys thoracatus,Geocapromys thoracatus
Geogale aurita,Geogale aurita
Geomys arenarius,Geomys arenarius
Geomys attwateri,Geomys attwateri
Geomys breviceps,Geomys breviceps
Geomys bursarius,Geomys bursarius
Geomys knoxjonesi,Geomys knoxjonesi
Geomys personatus,Geomys personatus
Geomys pinetis,Geomys pinetis
Geomys texensis,Geomys texensis
Geomys tropicalis,Geomys tropicalis
Georychus capensis,Georychus capensis
Geoxus annectens,Geoxus annectens
Geoxus annectens,Pearsonomys annectens
Geoxus valdivianus,Geoxus valdivianus
Gerbilliscus afra,Gerbilliscus afra
Gerbilliscus boehmi,Gerbilliscus boehmi
Gerbilliscus brantsii,Gerbilliscus brantsii
Gerbilliscus gambiana,Gerbilliscus gambiana
Gerbilliscus gambiana,Gerbilliscus kempi
Gerbilliscus guineae,Gerbilliscus guineae
Gerbilliscus inclusus,Gerbilliscus inclusus
Gerbilliscus kempi,Gerbilliscus kempi
Gerbilliscus leucogaster,Gerbilliscus leucogaster
Gerbilliscus nigricaudus,Gerbilliscus nigricaudus
Gerbilliscus phillipsi,Gerbilliscus phillipsi
Gerbilliscus robustus,Gerbilliscus robustus
Gerbilliscus validus,Gerbilliscus validus
Gerbillurus paeba,Gerbillurus paeba
Gerbillurus setzeri,Gerbillurus setzeri
Gerbillurus tytonis,Gerbillurus tytonis
Gerbillurus vallinus,Gerbillurus vallinus
Gerbillus acticola,Gerbillus acticola
Gerbillus agag,Gerbillus agag
Gerbillus amoenus,Gerbillus amoenus
Gerbillus andersoni,Gerbillus andersoni
Gerbillus aquilus,Gerbillus aquilus
Gerbillus bottai,Dipodillus bottai
Gerbillus bottai,Gerbillus bottai
Gerbillus brockmani,Gerbillus brockmani
Gerbillus burtoni,Gerbillus burtoni
Gerbillus campestris,Dipodillus campestris
Gerbillus campestris,Gerbillus campestris
Gerbillus cheesmani,Gerbillus cheesmani
Gerbillus cosensis,Gerbillus agag
Gerbillus cosensis,Gerbillus cosensis
Gerbillus dasyurus,Dipodillus dasyurus
Gerbillus dasyurus,Gerbillus dasyurus
Gerbillus dunni,Gerbillus dunni
Gerbillus famulus,Gerbillus famulus
Gerbillus floweri,Gerbillus floweri
Gerbillus gerbillus,Gerbillus gerbillus
Gerbillus gleadowi,Gerbillus gleadowi
Gerbillus grobbeni,Gerbillus grobbeni
Gerbillus harwoodi,Dipodillus harwoodi
Gerbillus harwoodi,Gerbillus harwoodi
Gerbillus henleyi,Gerbillus henleyi
Gerbillus henleyi,Gerbillus syrticus
Gerbillus hesperinus,Gerbillus hesperinus
Gerbillus hoogstraali,Gerbillus hoogstraali
Gerbillus jamesi,Dipodillus jamesi
Gerbillus jamesi,Gerbillus jamesi
Gerbillus juliani,Gerbillus juliani
Gerbillus latastei,Gerbillus latastei
Gerbillus lowei,Dipodillus lowei
Gerbillus lowei,Gerbillus lowei
Gerbillus mackillingini,Dipodillus mackilligini
Gerbillus mackillingini,Gerbillus mackillingini
Gerbillus maghrebi,Dipodillus maghrebi
Gerbillus maghrebi,Gerbillus maghrebi
Gerbillus mesopotamiae,Gerbillus mesopotamiae
Gerbillus muriculus,Gerbillus muriculus
Gerbillus nancillus,Gerbillus mauritaniae
Gerbillus nancillus,Gerbillus nancillus
Gerbillus nanus,Gerbillus garamantis
Gerbillus nanus,Gerbillus nanus
Gerbillus nanus,Gerbillus vivax
Gerbillus nigeriae,Gerbillus nigeriae
Gerbillus occiduus,Gerbillus occiduus
Gerbillus percivali,Gerbillus percivali
Gerbillus percivali,Gerbillus pusillus
Gerbillus perpallidus,Gerbillus perpallidus
Gerbillus poecilops,Gerbillus poecilops
Gerbillus principulus,Gerbillus principulus
Gerbillus pulvinatus,Gerbillus pulvinatus
Gerbillus pusillus,Gerbillus pusillus
Gerbillus pyramidum,Gerbillus dongolanus
Gerbillus pyramidum,Gerbillus pyramidum
Gerbillus rosalinda,Gerbillus rosalinda
Gerbillus rupicola,Dipodillus rupicola
Gerbillus rupicola,Gerbillus rupicola
Gerbillus simoni,Dipodillus simoni
Gerbillus simoni,Dipodillus zakariai
Gerbillus simoni,Gerbillus simoni
Gerbillus somalicus,Dipodillus somalicus
Gerbillus somalicus,Gerbillus somalicus
Gerbillus stigmonyx,Dipodillus stigmonyx
Gerbillus stigmonyx,Gerbillus stigmonyx
Gerbillus tarabuli,Gerbillus tarabuli
Gerbillus watersi,Gerbillus watersi
Giraffa camelopardalis,Giraffa camelopardalis
Glaucomys sabrinus,Glaucomys sabrinus
Glaucomys volans,Glaucomys volans
Glauconycteris alboguttata,Glauconycteris alboguttata
Glauconycteris argentata,Glauconycteris argentata
Glauconycteris beatrix,Glauconycteris beatrix
Glauconycteris curryae,Glauconycteris curryae
Glauconycteris egeria,Glauconycteris egeria
Glauconycteris gleni,Glauconycteris gleni
Glauconycteris humeralis,Glauconycteris humeralis
Glauconycteris kenyacola,Glauconycteris kenyacola
Glauconycteris machadoi,Glauconycteris machadoi
Glauconycteris poensis,Glauconycteris poensis
Glauconycteris superba,Glauconycteris superba
Glauconycteris variegata,Glauconycteris variegata
Glironia venusta,Glironia venusta
Glirulus japonicus,Glirulus japonicus
Glis glis,Glis glis
Glischropus bucephalus,Glischropus bucephalus
Glischropus bucephalus,Glischropus tylopus
Glischropus javanus,Glischropus javanus
Glischropus tylopus,Glischropus tylopus
Globicephala macrorhynchus,Globicephala macrorhynchus
Globicephala melas,Globicephala melas
Glossophaga commissarisi,Glossophaga commissarisi
Glossophaga leachii,Glossophaga leachii
Glossophaga longirostris,Glossophaga longirostris
Glossophaga morenoi,Glossophaga morenoi
Glossophaga soricina,Glossophaga soricina
Glyphonycteris behnii,Glyphonycteris behnii
Glyphonycteris daviesi,Glyphonycteris daviesi
Glyphonycteris sylvestris,Glyphonycteris sylvestris
Glyphotes simus,Glyphotes simus
Golunda ellioti,Golunda ellioti
Gorilla beringei,Gorilla beringei
Gorilla gorilla,Gorilla gorilla
Gracilimus radix,Gracilimus radix
Gracilinanus aceramarcae,Gracilinanus aceramarcae
Gracilinanus agilis,Gracilinanus agilis
Gracilinanus dryas,Gracilinanus dryas
Gracilinanus emiliae,Gracilinanus emiliae
Gracilinanus marica,Gracilinanus marica
Gracilinanus microtarsus,Gracilinanus microtarsus
Grammomys aridulus,Grammomys aridulus
Grammomys brevirostris,Grammomys brevirostris
Grammomys buntingi,Grammomys buntingi
Grammomys caniceps,Grammomys caniceps
Grammomys cometes,Grammomys cometes
Grammomys dolichurus,Grammomys dolichurus
Grammomys dryas,Grammomys dryas
Grammomys gigas,Grammomys gigas
Grammomys ibeanus,Grammomys ibeanus
Grammomys kuru,Grammomys kuru
Grammomys kuru,Grammomys poensis
Grammomys macmillani,Grammomys macmillani
Grammomys minnae,Grammomys minnae
Grammomys selousi,Grammomys selousi
Grampus griseus,Grampus griseus
Graomys chacoensis,Graomys centralis
Graomys chacoensis,Graomys chacoensis
Graomys domorum,Graomys domorum
Graomys edithae,Graomys edithae
Graomys griseoflavus,Graomys griseoflavus
Graphiurus angolensis,Graphiurus angolensis
Graphiurus christyi,Graphiurus christyi
Graphiurus crassicaudatus,Graphiurus crassicaudatus
Graphiurus johnstoni,Graphiurus johnstoni
Graphiurus kelleni,Graphiurus kelleni
Graphiurus lorraineus,Graphiurus lorraineus
Graphiurus microtis,Graphiurus microtis
Graphiurus monardi,Graphiurus monardi
Graphiurus murinus,Graphiurus murinus
Graphiurus nagtglasii,Graphiurus nagtglasii
Graphiurus ocularis,Graphiurus ocularis
Graphiurus platyops,Graphiurus platyops
Graphiurus rupicola,Graphiurus rupicola
Graphiurus surdus,Graphiurus surdus
Graphiurus walterverheyeni,Graphiurus walterverheyeni
Gulo gulo,Gulo gulo
Gyldenstolpia fronto,Gyldenstolpia fronto
Gyldenstolpia fronto,Kunsia fronto
Gymnobelideus leadbeateri,Gymnobelideus leadbeateri
Gymnuromys roberti,Gymnuromys roberti
Habromys chinanteco,Habromys chinanteco
Habromys delicatulus,Habromys delicatulus
Habromys ixtlani,Habromys ixtlani
Habromys lepturus,Habromys lepturus
Habromys lophurus,Habromys lophurus
Habromys schmidlyi,Habromys schmidlyi
Habromys simulatus,Habromys simulatus
Hadromys humei,Hadromys humei
Hadromys yunnanensis,Hadromys yunnanensis
Haeromys margarettae,Haeromys margarettae
Haeromys minahassae,Haeromys minahassae
Haeromys pusillus,Haeromys pusillus
Halichoerus grypus,Halichoerus grypus
Halmaheramys bokimekot,Halmaheramys bokimekot
Handleyomys alfaroi,Handleyomys alfaroi
Handleyomys alfaroi,Oryzomys alfaroi
Handleyomys chapmani,Handleyomys chapmani
Handleyomys chapmani,Oryzomys chapmani
Handleyomys fuscatus,Handleyomys fuscatus
Handleyomys intectus,Handleyomys intectus
Handleyomys melanotis,Handleyomys melanotis
Handleyomys melanotis,Oryzomys melanotis
Handleyomys rhabdops,Handleyomys rhabdops
Handleyomys rhabdops,Oryzomys rhabdops
Handleyomys rostratus,Handleyomys rostratus
Handleyomys rostratus,Oryzomys rostratus
Handleyomys saturatior,Handleyomys saturatior
Handleyomys saturatior,Oryzomys saturatior
Hapalemur alaotrensis,Hapalemur alaotrensis
Hapalemur aureus,Hapalemur aureus
Hapalemur griseus,Hapalemur griseus
Hapalemur meridionalis,Hapalemur griseus
Hapalemur meridionalis,Hapalemur meridionalis
Hapalemur occidentalis,Hapalemur occidentalis
Hapalomys delacouri,Hapalomys delacouri
Hapalomys longicaudatus,Hapalomys longicaudatus
Haplonycteris fischeri,Haplonycteris fischeri
Harpiocephalus harpia,Harpiocephalus harpia
Harpiocephalus harpia,Harpiocephalus mordax
Harpiola grisea,Harpiola grisea
Harpiola grisea,Murina grisea
Harpiola isodon,Harpiola isodon
Harpyionycteris celebensis,Harpyionycteris celebensis
Harpyionycteris whiteheadi,Harpyionycteris whiteheadi
Heimyscus fumosus,Heimyscus fumosus
Helarctos malayanus,Helarctos malayanus
Heliophobius argenteocinereus,Heliophobius argenteocinereus
Heliosciurus gambianus,Heliosciurus gambianus
Heliosciurus mutabilis,Heliosciurus mutabilis
Heliosciurus punctatus,Heliosciurus punctatus
Heliosciurus rufobrachium,Heliosciurus rufobrachium
Heliosciurus ruwenzorii,Heliosciurus ruwenzorii
Heliosciurus undulatus,Heliosciurus undulatus
Helogale hirtula,Helogale hirtula
Helogale parvula,Helogale parvula
Hemibelideus lemuroides,Hemibelideus lemuroides
Hemicentetes nigriceps,Hemicentetes nigriceps
Hemicentetes semispinosus,Hemicentetes semispinosus
Hemiechinus auritus,Hemiechinus auritus
Hemiechinus collaris,Hemiechinus collaris
Hemigalus derbyanus,Hemigalus derbyanus
Hemitragus jemlahicus,Hemitragus jemlahicus
Herpailurus yagouaroundi,Herpailurus yagouaroundi
Herpailurus yagouaroundi,Puma yagouaroundi
Herpestes auropunctatus,Herpestes auropunctatus
Herpestes auropunctatus,Herpestes javanicus
Herpestes brachyurus,Herpestes brachyurus
Herpestes edwardsii,Herpestes edwardsi
Herpestes edwardsii,Herpestes edwardsii
Herpestes flavescens,Galerella flavescens
Herpestes flavescens,Herpestes flavescens
Herpestes fuscus,Herpestes fuscus
Herpestes ichneumon,Herpestes ichneumon
Herpestes javanicus,Herpestes javanicus
Herpestes naso,Herpestes naso
Herpestes ochraceus,Galerella ochracea
Herpestes ochraceus,Herpestes ochraceus
Herpestes pulverulentus,Galerella pulverulenta
Herpestes pulverulentus,Herpestes pulverulentus
Herpestes sanguineus,Galerella sanguinea
Herpestes sanguineus,Herpestes sanguineus
Herpestes semitorquatus,Herpestes semitorquatus
Herpestes smithii,Herpestes smithii
Herpestes urva,Herpestes urva
Herpestes vitticollis,Herpestes vitticollis
Hesperoptenus blanfordi,Hesperoptenus blanfordi
Hesperoptenus doriae,Hesperoptenus doriae
Hesperoptenus gaskelli,Hesperoptenus gaskelli
Hesperoptenus tickelli,Hesperoptenus tickelli
Hesperoptenus tomesi,Hesperoptenus tomesi
Heterocephalus glaber,Heterocephalus glaber
Heterogeomys cherriei,Heterogeomys cherriei
Heterogeomys cherriei,Orthogeomys cherriei
Heterogeomys cherriei,Orthogeomys matagalpae
Heterogeomys dariensis,Heterogeomys dariensis
Heterogeomys dariensis,Orthogeomys dariensis
Heterogeomys dariensis,Orthogeomys thaeleri
Heterogeomys lanius,Orthogeomys lanius
Heterohyrax brucei,Heterohyrax brucei
Heteromys adspersus,Heteromys adspersus
Heteromys adspersus,Liomys adspersus
Heteromys anomalus,Heteromys anomalus
Heteromys australis,Heteromys australis
Heteromys catopterius,Heteromys catopterius
Heteromys desmarestianus,Heteromys desmarestianus
Heteromys gaumeri,Heteromys gaumeri
Heteromys irroratus,Heteromys irroratus
Heteromys irroratus,Liomys irroratus
Heteromys nelsoni,Heteromys nelsoni
Heteromys oasicus,Heteromys oasicus
Heteromys oresterus,Heteromys oresterus
Heteromys pictus,Heteromys pictus
Heteromys pictus,Liomys pictus
Heteromys salvini,Heteromys salvini
Heteromys salvini,Liomys salvini
Heteromys spectabilis,Heteromys spectabilis
Heteromys spectabilis,Liomys spectabilis
Heteromys teleus,Heteromys teleus
Heteropsomys insulans,Heteropsomys antillensis
Heteropsomys insulans,Heteropsomys insulans
Hexolobodon phenax,Hexolobodon phenax
Hippocamelus antisensis,Hippocamelus antisensis
Hippocamelus bisulcus,Hippocameleus bisulucus
Hippocamelus bisulcus,Hippocamelus bisulcus
Hippopotamus amphibius,Hippopotamus amphibius
Hippopotamus lemerlei,Hippopotamus lemerlei
Hippopotamus madagascariensis,Hippopotamus madagascariensis
Hipposideros abae,Hipposideros abae
Hipposideros alongensis,Hipposideros alongensis
Hipposideros alongensis,Hipposideros turpis
Hipposideros armiger,Hipposideros armiger
Hipposideros ater,Hipposideros ater
Hipposideros atrox,Hipposideros atrox
Hipposideros atrox,Hipposideros bicolor
Hipposideros beatus,Hipposideros beatus
Hipposideros bicolor,Hipposideros bicolor
Hipposideros boeadii,Hipposideros boeadii
Hipposideros breviceps,Hipposideros breviceps
Hipposideros caffer,Hipposideros caffer
Hipposideros calcaratus,Hipposideros calcaratus
Hipposideros camerunensis,Hipposideros camerunensis
Hipposideros cervinus,Hipposideros cervinus
Hipposideros cineraceus,Hipposideros cineraceus
Hipposideros coronatus,Hipposideros coronatus
Hipposideros corynophyllus,Hipposideros corynophyllus
Hipposideros coxi,Hipposideros coxi
Hipposideros crumeniferus,Hipposideros crumeniferus
Hipposideros curtus,Hipposideros curtus
Hipposideros cyclops,Hipposideros cyclops
Hipposideros demissus,Hipposideros demissus
Hipposideros diadema,Hipposideros diadema
Hipposideros dinops,Hipposideros dinops
Hipposideros doriae,Hipposideros doriae
Hipposideros durgadasi,Hipposideros durgadasi
Hipposideros dyacorum,Hipposideros dyacorum
Hipposideros edwardshilli,Hipposideros edwardshilli
Hipposideros einnaythu,Hipposideros einnaythu
Hipposideros fuliginosus,Hipposideros fuliginosus
Hipposideros fulvus,Hipposideros fulvus
Hipposideros galeritus,Hipposideros galeritus
Hipposideros grandis,Hipposideros grandis
Hipposideros griffini,Hipposideros griffini
Hipposideros halophyllus,Hipposideros halophyllus
Hipposideros hypophyllus,Hipposideros hypophyllus
Hipposideros inexpectatus,Hipposideros inexpectatus
Hipposideros inornatus,Hipposideros inornatus
Hipposideros jonesi,Hipposideros jonesi
Hipposideros khaokhouayensis,Hipposideros bicolor
Hipposideros khaokhouayensis,Hipposideros khaokhouayensis
Hipposideros khasiana,Hipposideros khasiana
Hipposideros lamottei,Hipposideros lamottei
Hipposideros lankadiva,Hipposideros lankadiva
Hipposideros larvatus,Hipposideros larvatus
Hipposideros lekaguli,Hipposideros lekaguli
Hipposideros lylei,Hipposideros lylei
Hipposideros macrobullatus,Hipposideros macrobullatus
Hipposideros madurae,Hipposideros madurae
Hipposideros maggietaylorae,Hipposideros maggietaylorae
Hipposideros marisae,Hipposideros marisae
Hipposideros megalotis,Hipposideros megalotis
Hipposideros muscinus,Hipposideros muscinus
Hipposideros nequam,Hipposideros nequam
Hipposideros nicobarulae,Hipposideros bicolor
Hipposideros obscurus,Hipposideros obscurus
Hipposideros orbiculus,Hipposideros orbiculus
Hipposideros papua,Hipposideros papua
Hipposideros pelingensis,Hipposideros pelingensis
Hipposideros pendlebury,Hipposideros pendlebury
Hipposideros pendlebury,Hipposideros turpis
Hipposideros pomona,Hipposideros pomona
Hipposideros pomona,Paracoelops megalotis
Hipposideros pratti,Hipposideros pratti
Hipposideros pygmaeus,Hipposideros pygmaeus
Hipposideros ridleyi,Hipposideros ridleyi
Hipposideros rotalis,Hipposideros rotalis
Hipposideros ruber,Hipposideros ruber
Hipposideros scutinares,Hipposideros scutinares
Hipposideros semoni,Hipposideros semoni
Hipposideros sorenseni,Hipposideros sorenseni
Hipposideros speoris,Hipposideros speoris
Hipposideros stenotis,Hipposideros stenotis
Hipposideros sumbae,Hipposideros sumbae
Hipposideros tephrus,Hipposideros caffer
Hipposideros tephrus,Hipposideros tephrus
Hipposideros turpis,Hipposideros turpis
Hipposideros wollastoni,Hipposideros wollastoni
Hippotragus equinus,Hippotragus equinus
Hippotragus leucophaeus,Hippotragus leucophaeus
Hippotragus niger,Hippotragus niger
Histiotus alienus,Histiotus alienus
Histiotus humboldti,Histiotus humboldti
Histiotus laephotis,Histiotus laephotis
Histiotus macrotus,Histiotus macrotus
Histiotus magellanicus,Histiotus magellanicus
Histiotus montanus,Histiotus montanus
Histiotus velatus,Histiotus velatus
Histriophoca fasciata,Histriophoca fasciata
Hodomys alleni,Hodomys alleni
Holochilus brasiliensis,Holochilus brasiliensis
Holochilus chacarius,Holochilus chacarius
Holochilus sciureus,Holochilus sciureus
Hoolock hoolock,Bunopithecus hoolock
Hoolock hoolock,Hoolock hoolock
Hoolock leuconedys,Bunopithecus hoolock
Hoolock leuconedys,Hoolock leuconedys
Hoolock tianxing,Bunopithecus hoolock
Hoolock tianxing,Hoolock leuconedys
Hoolock tianxing,Hoolock tianxing
Hoplomys gymnurus,Hoplomys gymnurus
Huetia leucorhina,Calcochloris leucorhinus
Huetia leucorhina,Huetia leucorhina
Hyaena hyaena,Hyaena hyaena
Hybomys badius,Hybomys badius
Hybomys basilii,Hybomys basilii
Hybomys eisentrauti,Hybomys badius
Hybomys eisentrauti,Hybomys eisentrauti
Hybomys lunaris,Hybomys lunaris
Hybomys planifrons,Hybomys planifrons
Hybomys trivirgatus,Hybomys trivirgatus
Hybomys univittatus,Hybomys univittatus
Hydrictis maculicollis,Hydrictis maculicollis
Hydrictis maculicollis,Lutra maculicollis
Hydrochoerus hydrochaeris,Hydrochoeris hydrochaeris
Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris
Hydrochoerus isthmius,Hydrochoeris isthmius
Hydrochoerus isthmius,Hydrochoerus isthmius
Hydrodamalis gigas,Hydrodamalis gigas
Hydromys chrysogaster,Hydromys chrysogaster
Hydromys hussoni,Hydromys hussoni
Hydromys neobritannicus,Hydromys neobritannicus
Hydromys ziegleri,Hydromys ziegleri
Hydropotes inermis,Hydropotes inermis
Hydrurga leptonyx,Hydrurga leptonyx
Hyemoschus aquaticus,Hyemoschus aquaticus
Hyladelphys kalinowskii,Hyladelphys kalinowskii
Hylaeamys acritus,Hylaeamys acritus
Hylaeamys laticeps,Hylaeamys laticeps
Hylaeamys laticeps,Oryzomys laticeps
Hylaeamys laticeps,Oryzomys seuanezi
Hylaeamys megacephalus,Hylaeamys megacephalus
Hylaeamys megacephalus,Oryzomys megacephalus
Hylaeamys oniscus,Hylaeamys oniscus
Hylaeamys perenensis,Hylaeamys perenensis
Hylaeamys perenensis,Oryzomys perenensis
Hylaeamys tatei,Hylaeamys tatei
Hylaeamys tatei,Oryzomys tatei
Hylaeamys yunganus,Hylaeamys yunganus
Hylaeamys yunganus,Oryzomys yunganus
Hylobates abbotti,Hylobates abbotti
Hylobates abbotti,Hylobates muelleri
Hylobates agilis,Hylobates agilis
Hylobates albibarbis,Hylobates albibarbis
Hylobates funereus,Hylobates funereus
Hylobates funereus,Hylobates muelleri
Hylobates klossii,Hylobates klossii
Hylobates lar,Hylobates lar
Hylobates moloch,Hylobates moloch
Hylobates muelleri,Hylobates muelleri
